"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"gene_name"	"gene_biotype"	"seq_coord_system"	"symbol"	"entrezid"
"ENSG00000281571"	"chr1"	145214850	145214851	2	"+"	"ENSG00000281571"	"AC241585.1"	"protein_coding"	"chromosome"	"AC241585.1"	.
"ENSG00000256374"	"chr1"	145242124	145242125	2	"-"	"ENSG00000256374"	"PPIAL4D"	"protein_coding"	"chromosome"	"PPIAL4D"	645142
"ENSG00000162825"	"chr1"	145405778	145405779	2	"-"	"ENSG00000162825"	"NBPF20"	"protein_coding"	"chromosome"	"NBPF20"	100288142
"ENSG00000117262"	"chr1"	145607989	145607990	2	"+"	"ENSG00000117262"	"GPR89A"	"protein_coding"	"chromosome"	"GPR89A"	c(653519, 51463)
"ENSG00000174827"	"chr1"	145708148	145708149	2	"-"	"ENSG00000174827"	"PDZK1"	"protein_coding"	"chromosome"	"PDZK1"	5174
"ENSG00000117281"	"chr1"	145719470	145719471	2	"+"	"ENSG00000117281"	"CD160"	"protein_coding"	"chromosome"	"CD160"	11126
"ENSG00000265491"	"chr1"	145824077	145824078	2	"-"	"ENSG00000265491"	"RNF115"	"protein_coding"	"chromosome"	"RNF115"	27246
"ENSG00000186141"	"chr1"	145824087	145824088	2	"+"	"ENSG00000186141"	"POLR3C"	"protein_coding"	"chromosome"	"POLR3C"	10623
"ENSG00000186364"	"chr1"	145845628	145845629	2	"+"	"ENSG00000186364"	"NUDT17"	"protein_coding"	"chromosome"	"NUDT17"	200035
"ENSG00000131788"	"chr1"	145859836	145859837	2	"-"	"ENSG00000131788"	"PIAS3"	"protein_coding"	"chromosome"	"PIAS3"	10401
"ENSG00000198483"	"chr1"	145885866	145885867	2	"-"	"ENSG00000198483"	"ANKRD35"	"protein_coding"	"chromosome"	"ANKRD35"	148741
"ENSG00000143127"	"chr1"	145910189	145910190	2	"-"	"ENSG00000143127"	"ITGA10"	"protein_coding"	"chromosome"	"ITGA10"	8515
"ENSG00000131779"	"chr1"	145918837	145918838	2	"-"	"ENSG00000131779"	"PEX11B"	"protein_coding"	"chromosome"	"PEX11B"	8799
"ENSG00000265241"	"chr1"	145927678	145927679	2	"-"	"ENSG00000265241"	"RBM8A"	"protein_coding"	"chromosome"	"RBM8A"	9939
"ENSG00000280778"	"chr1"	145927257	145927258	2	"+"	"ENSG00000280778"	"CH17-270A2.2"	"protein_coding"	"chromosome"	"CH17-270A2.2"	.
"ENSG00000271601"	"chr1"	145958001	145958002	2	"-"	"ENSG00000271601"	"LIX1L"	"protein_coding"	"chromosome"	"LIX1L"	128077
"ENSG00000272031"	"chr1"	145964582	145964583	2	"-"	"ENSG00000272031"	"ANKRD34A"	"protein_coding"	"chromosome"	"ANKRD34A"	284615
"ENSG00000121851"	"chr1"	145964701	145964702	2	"+"	"ENSG00000121851"	"POLR3GL"	"protein_coding"	"chromosome"	"POLR3GL"	84265
"ENSG00000265972"	"chr1"	145996600	145996601	2	"-"	"ENSG00000265972"	"TXNIP"	"protein_coding"	"chromosome"	"TXNIP"	10628
"ENSG00000168509"	"chr1"	146036746	146036747	2	"-"	"ENSG00000168509"	"HFE2"	"protein_coding"	"chromosome"	"HFE2"	148738
"ENSG00000271425"	"chr1"	146144942	146144943	2	"-"	"ENSG00000271425"	"NBPF10"	"protein_coding"	"chromosome"	"NBPF10"	100132406
"ENSG00000213240"	"chr1"	146229000	146229001	2	"-"	"ENSG00000213240"	"RP11-458D21.5"	"protein_coding"	"chromosome"	"RP11-458D21.5"	.
"ENSG00000264343"	"chr1"	146229026	146229027	2	"-"	"ENSG00000264343"	"NOTCH2NL"	"protein_coding"	"chromosome"	"NOTCH2NL"	c(100996717, 388677)
"ENSG00000270339"	"chr1"	146344790	146344791	2	"-"	"ENSG00000270339"	"AC243756.1"	"protein_coding"	"chromosome"	"AC243756.1"	105371242
"ENSG00000268043"	"chr1"	146938743	146938744	2	"+"	"ENSG00000268043"	"NBPF12"	"protein_coding"	"chromosome"	"NBPF12"	149013
"ENSG00000131791"	"chr1"	147172550	147172551	2	"-"	"ENSG00000131791"	"PRKAB2"	"protein_coding"	"chromosome"	"PRKAB2"	5565
"ENSG00000131781"	"chr1"	147243050	147243051	2	"-"	"ENSG00000131781"	"FMO5"	"protein_coding"	"chromosome"	"FMO5"	2330
"ENSG00000131778"	"chr1"	147242640	147242641	2	"+"	"ENSG00000131778"	"CHD1L"	"protein_coding"	"chromosome"	"CHD1L"	9557
"ENSG00000116128"	"chr1"	147541411	147541412	2	"+"	"ENSG00000116128"	"BCL9"	"protein_coding"	"chromosome"	"BCL9"	607
"ENSG00000162836"	"chr1"	147670496	147670497	2	"-"	"ENSG00000162836"	"ACP6"	"protein_coding"	"chromosome"	"ACP6"	51205
"ENSG00000265107"	"chr1"	147773362	147773363	2	"-"	"ENSG00000265107"	"GJA5"	"protein_coding"	"chromosome"	"GJA5"	2702
"ENSG00000121634"	"chr1"	147907955	147907956	2	"+"	"ENSG00000121634"	"GJA8"	"protein_coding"	"chromosome"	"GJA8"	2703
"ENSG00000188092"	"chr1"	147928392	147928393	2	"+"	"ENSG00000188092"	"GPR89B"	"protein_coding"	"chromosome"	"GPR89B"	51463
"ENSG00000263956"	"chr1"	148152322	148152323	2	"-"	"ENSG00000263956"	"NBPF11"	"protein_coding"	"chromosome"	"NBPF11"	200030
"ENSG00000280649"	"chr1"	148458813	148458814	2	"+"	"ENSG00000280649"	"AC245100.1"	"protein_coding"	"chromosome"	"AC245100.1"	.
"ENSG00000236334"	"chr1"	148483679	148483680	2	"-"	"ENSG00000236334"	"PPIAL4G"	"protein_coding"	"chromosome"	"PPIAL4G"	644591
"ENSG00000270629"	"chr1"	148679751	148679752	2	"-"	"ENSG00000270629"	"NBPF14"	"protein_coding"	"chromosome"	"NBPF14"	c(100996763, 100996717, 25832)
"ENSG00000178104"	"chr1"	148808180	148808181	2	"+"	"ENSG00000178104"	"PDE4DIP"	"protein_coding"	"chromosome"	"PDE4DIP"	c(653513, 9659)
"ENSG00000269713"	"chr1"	149103561	149103562	2	"-"	"ENSG00000269713"	"NBPF9"	"protein_coding"	"chromosome"	"NBPF9"	c(101060684, 728841, 400818)
"ENSG00000271383"	"chr1"	149390622	149390623	2	"+"	"ENSG00000271383"	"NBPF19"	"protein_coding"	"chromosome"	"NBPF19"	100996717
"ENSG00000263464"	"chr1"	149583864	149583865	2	"+"	"ENSG00000263464"	"PPIAL4C"	"protein_coding"	"chromosome"	"PPIAL4C"	653598
"ENSG00000272058"	"chr1"	149702327	149702328	2	"+"	"ENSG00000272058"	"FAM231D"	"protein_coding"	"chromosome"	"FAM231D"	100996721
"ENSG00000150337"	"chr1"	149782670	149782671	2	"+"	"ENSG00000150337"	"FCGR1A"	"protein_coding"	"chromosome"	"FCGR1A"	2209
"ENSG00000203814"	"chr1"	149812373	149812374	2	"-"	"ENSG00000203814"	"HIST2H2BF"	"protein_coding"	"chromosome"	"HIST2H2BF"	440689
"ENSG00000183598"	"chr1"	149813681	149813682	2	"-"	"ENSG00000183598"	"HIST2H3D"	"protein_coding"	"chromosome"	"HIST2H3D"	653604
"ENSG00000270882"	"chr1"	149832658	149832659	2	"+"	"ENSG00000270882"	"HIST2H4A"	"protein_coding"	"chromosome"	"HIST2H4A"	8370
"ENSG00000203811"	"chr1"	149841193	149841194	2	"-"	"ENSG00000203811"	"HIST2H3C"	"protein_coding"	"chromosome"	"HIST2H3C"	126961
"ENSG00000203812"	"chr1"	149842736	149842737	2	"-"	"ENSG00000203812"	"HIST2H2AA3"	"protein_coding"	"chromosome"	"HIST2H2AA3"	8337
"ENSG00000272196"	"chr1"	149851060	149851061	2	"+"	"ENSG00000272196"	"HIST2H2AA4"	"protein_coding"	"chromosome"	"HIST2H2AA4"	723790
"ENSG00000203852"	"chr1"	149852618	149852619	2	"+"	"ENSG00000203852"	"HIST2H3A"	"protein_coding"	"chromosome"	"HIST2H3A"	333932
"ENSG00000270276"	"chr1"	149861210	149861211	2	"-"	"ENSG00000270276"	"HIST2H4B"	"protein_coding"	"chromosome"	"HIST2H4B"	554313
"ENSG00000184678"	"chr1"	149886652	149886653	2	"-"	"ENSG00000184678"	"HIST2H2BE"	"protein_coding"	"chromosome"	"HIST2H2BE"	8349
"ENSG00000184260"	"chr1"	149886974	149886975	2	"+"	"ENSG00000184260"	"HIST2H2AC"	"protein_coding"	"chromosome"	"HIST2H2AC"	8338
"ENSG00000184270"	"chr1"	149887916	149887917	2	"-"	"ENSG00000184270"	"HIST2H2AB"	"protein_coding"	"chromosome"	"HIST2H2AB"	317772
"ENSG00000178096"	"chr1"	149887889	149887890	2	"+"	"ENSG00000178096"	"BOLA1"	"protein_coding"	"chromosome"	"BOLA1"	51027
"ENSG00000159164"	"chr1"	149917882	149917883	2	"-"	"ENSG00000159164"	"SV2A"	"protein_coding"	"chromosome"	"SV2A"	9900
"ENSG00000143368"	"chr1"	149928344	149928345	2	"-"	"ENSG00000143368"	"SF3B4"	"protein_coding"	"chromosome"	"SF3B4"	10262
"ENSG00000014914"	"chr1"	149936898	149936899	2	"-"	"ENSG00000014914"	"MTMR11"	"protein_coding"	"chromosome"	"MTMR11"	10903
"ENSG00000264522"	"chr1"	150010676	150010677	2	"-"	"ENSG00000264522"	"OTUD7B"	"protein_coding"	"chromosome"	"OTUD7B"	56957
"ENSG00000136631"	"chr1"	150067292	150067293	2	"+"	"ENSG00000136631"	"VPS45"	"protein_coding"	"chromosome"	"VPS45"	11311
"ENSG00000023902"	"chr1"	150149182	150149183	2	"+"	"ENSG00000023902"	"PLEKHO1"	"protein_coding"	"chromosome"	"PLEKHO1"	51177
"ENSG00000143401"	"chr1"	150236156	150236157	2	"-"	"ENSG00000143401"	"ANP32E"	"protein_coding"	"chromosome"	"ANP32E"	81611
"ENSG00000118298"	"chr1"	150257158	150257159	2	"+"	"ENSG00000118298"	"CA14"	"protein_coding"	"chromosome"	"CA14"	23632
"ENSG00000117362"	"chr1"	150269580	150269581	2	"-"	"ENSG00000117362"	"APH1A"	"protein_coding"	"chromosome"	"APH1A"	51107
"ENSG00000118292"	"chr1"	150268199	150268200	2	"+"	"ENSG00000118292"	"C1orf54"	"protein_coding"	"chromosome"	"C1orf54"	79630
"ENSG00000159208"	"chr1"	150282542	150282543	2	"+"	"ENSG00000159208"	"CIART"	"protein_coding"	"chromosome"	"CIART"	148523
"ENSG00000266472"	"chr1"	150293719	150293720	2	"+"	"ENSG00000266472"	"MRPS21"	"protein_coding"	"chromosome"	"MRPS21"	54460
"ENSG00000278939"	"chr1"	150303291	150303292	2	"-"	"ENSG00000278939"	"AC242988.1"	"protein_coding"	"chromosome"	"AC242988.1"	.
"ENSG00000117360"	"chr1"	150321475	150321476	2	"+"	"ENSG00000117360"	"PRPF3"	"protein_coding"	"chromosome"	"PRPF3"	9129
"ENSG00000163125"	"chr1"	150363090	150363091	2	"+"	"ENSG00000163125"	"RPRD2"	"protein_coding"	"chromosome"	"RPRD2"	23248
"ENSG00000143374"	"chr1"	150487363	150487364	2	"+"	"ENSG00000143374"	"TARS2"	"protein_coding"	"chromosome"	"TARS2"	c(102465529, 80222)
"ENSG00000143369"	"chr1"	150508061	150508062	2	"+"	"ENSG00000143369"	"ECM1"	"protein_coding"	"chromosome"	"ECM1"	1893
"ENSG00000143382"	"chr1"	150549368	150549369	2	"+"	"ENSG00000143382"	"ADAMTSL4"	"protein_coding"	"chromosome"	"ADAMTSL4"	54507
"ENSG00000143384"	"chr1"	150579738	150579739	2	"-"	"ENSG00000143384"	"MCL1"	"protein_coding"	"chromosome"	"MCL1"	4170
"ENSG00000143420"	"chr1"	150629612	150629613	2	"-"	"ENSG00000143420"	"ENSA"	"protein_coding"	"chromosome"	"ENSA"	2029
"ENSG00000143457"	"chr1"	150697144	150697145	2	"-"	"ENSG00000143457"	"GOLPH3L"	"protein_coding"	"chromosome"	"GOLPH3L"	55204
"ENSG00000143452"	"chr1"	150720888	150720889	2	"-"	"ENSG00000143452"	"HORMAD1"	"protein_coding"	"chromosome"	"HORMAD1"	84072
"ENSG00000163131"	"chr1"	150765957	150765958	2	"-"	"ENSG00000163131"	"CTSS"	"protein_coding"	"chromosome"	"CTSS"	1520
"ENSG00000143387"	"chr1"	150808323	150808324	2	"-"	"ENSG00000143387"	"CTSK"	"protein_coding"	"chromosome"	"CTSK"	1513
"ENSG00000143437"	"chr1"	150876768	150876769	2	"-"	"ENSG00000143437"	"ARNT"	"protein_coding"	"chromosome"	"ARNT"	405
"ENSG00000283324"	"chr1"	150887135	150887136	2	"+"	"ENSG00000283324"	"RP11-235D19.4"	"protein_coding"	"chromosome"	"RP11-235D19.4"	.
"ENSG00000143379"	"chr1"	150926262	150926263	2	"+"	"ENSG00000143379"	"SETDB1"	"protein_coding"	"chromosome"	"SETDB1"	9869
"ENSG00000143418"	"chr1"	150975004	150975005	2	"-"	"ENSG00000143418"	"CERS2"	"protein_coding"	"chromosome"	"CERS2"	29956
"ENSG00000143412"	"chr1"	150982016	150982017	2	"+"	"ENSG00000143412"	"ANXA9"	"protein_coding"	"chromosome"	"ANXA9"	8416
"ENSG00000143409"	"chr1"	151008375	151008376	2	"-"	"ENSG00000143409"	"FAM63A"	"protein_coding"	"chromosome"	"FAM63A"	55793
"ENSG00000143363"	"chr1"	151008419	151008420	2	"+"	"ENSG00000143363"	"PRUNE1"	"protein_coding"	"chromosome"	"PRUNE1"	58497
"ENSG00000163141"	"chr1"	151036569	151036570	2	"+"	"ENSG00000163141"	"BNIPL"	"protein_coding"	"chromosome"	"BNIPL"	149428
"ENSG00000143443"	"chr1"	151047739	151047740	2	"+"	"ENSG00000143443"	"C1orf56"	"protein_coding"	"chromosome"	"C1orf56"	54964
"ENSG00000197622"	"chr1"	151070325	151070326	2	"-"	"ENSG00000197622"	"CDC42SE1"	"protein_coding"	"chromosome"	"CDC42SE1"	56882
"ENSG00000213190"	"chr1"	151057757	151057758	2	"+"	"ENSG00000213190"	"MLLT11"	"protein_coding"	"chromosome"	"MLLT11"	10962
"ENSG00000143458"	"chr1"	151070577	151070578	2	"+"	"ENSG00000143458"	"GABPB2"	"protein_coding"	"chromosome"	"GABPB2"	126626
"ENSG00000143434"	"chr1"	151146664	151146665	2	"-"	"ENSG00000143434"	"SEMA6C"	"protein_coding"	"chromosome"	"SEMA6C"	10500
"ENSG00000163154"	"chr1"	151156628	151156629	2	"+"	"ENSG00000163154"	"TNFAIP8L2"	"protein_coding"	"chromosome"	"TNFAIP8L2"	79626
"ENSG00000163156"	"chr1"	151156663	151156664	2	"+"	"ENSG00000163156"	"SCNM1"	"protein_coding"	"chromosome"	"SCNM1"	c(100534012, 79005)
"ENSG00000163155"	"chr1"	151165948	151165949	2	"-"	"ENSG00000163155"	"LYSMD1"	"protein_coding"	"chromosome"	"LYSMD1"	388695
"ENSG00000163157"	"chr1"	151176284	151176285	2	"-"	"ENSG00000163157"	"TMOD4"	"protein_coding"	"chromosome"	"TMOD4"	29765
"ENSG00000163159"	"chr1"	151195321	151195322	2	"-"	"ENSG00000163159"	"VPS72"	"protein_coding"	"chromosome"	"VPS72"	6944
"ENSG00000143398"	"chr1"	151197948	151197949	2	"+"	"ENSG00000143398"	"PIP5K1A"	"protein_coding"	"chromosome"	"PIP5K1A"	8394
"ENSG00000159352"	"chr1"	151254702	151254703	2	"+"	"ENSG00000159352"	"PSMD4"	"protein_coding"	"chromosome"	"PSMD4"	5710
"ENSG00000143373"	"chr1"	151281617	151281618	2	"+"	"ENSG00000143373"	"ZNF687"	"protein_coding"	"chromosome"	"ZNF687"	57592
"ENSG00000143393"	"chr1"	151327715	151327716	2	"-"	"ENSG00000143393"	"PI4KB"	"protein_coding"	"chromosome"	"PI4KB"	5298
"ENSG00000143390"	"chr1"	151347357	151347358	2	"-"	"ENSG00000143390"	"RFX5"	"protein_coding"	"chromosome"	"RFX5"	5993
"ENSG00000143416"	"chr1"	151372733	151372734	2	"-"	"ENSG00000143416"	"SELENBP1"	"protein_coding"	"chromosome"	"SELENBP1"	8991
"ENSG00000159377"	"chr1"	151399533	151399534	2	"+"	"ENSG00000159377"	"PSMB4"	"protein_coding"	"chromosome"	"PSMB4"	5692
"ENSG00000143442"	"chr1"	151459465	151459466	2	"-"	"ENSG00000143442"	"POGZ"	"protein_coding"	"chromosome"	"POGZ"	23126
"ENSG00000143375"	"chr1"	151510509	151510510	2	"+"	"ENSG00000143375"	"CGN"	"protein_coding"	"chromosome"	"CGN"	57530
"ENSG00000143367"	"chr1"	151540304	151540305	2	"+"	"ENSG00000143367"	"TUFT1"	"protein_coding"	"chromosome"	"TUFT1"	7286
"ENSG00000143376"	"chr1"	151612064	151612065	2	"+"	"ENSG00000143376"	"SNX27"	"protein_coding"	"chromosome"	"SNX27"	81609
"ENSG00000159409"	"chr1"	151716814	151716815	2	"-"	"ENSG00000159409"	"CELF3"	"protein_coding"	"chromosome"	"CELF3"	11189
"ENSG00000178796"	"chr1"	151710432	151710433	2	"+"	"ENSG00000178796"	"RIIAD1"	"protein_coding"	"chromosome"	"RIIAD1"	284485
"ENSG00000143436"	"chr1"	151763564	151763565	2	"-"	"ENSG00000143436"	"MRPL9"	"protein_coding"	"chromosome"	"MRPL9"	65005
"ENSG00000143450"	"chr1"	151762898	151762899	2	"+"	"ENSG00000143450"	"OAZ3"	"protein_coding"	"chromosome"	"OAZ3"	51686
"ENSG00000182134"	"chr1"	151791416	151791417	2	"-"	"ENSG00000182134"	"TDRKH"	"protein_coding"	"chromosome"	"TDRKH"	11022
"ENSG00000213171"	"chr1"	151806154	151806155	2	"-"	"ENSG00000213171"	"LINGO4"	"protein_coding"	"chromosome"	"LINGO4"	339398
"ENSG00000143365"	"chr1"	151831872	151831873	2	"-"	"ENSG00000143365"	"RORC"	"protein_coding"	"chromosome"	"RORC"	6097
"ENSG00000225556"	"chr1"	151840557	151840558	2	"-"	"ENSG00000225556"	"C2CD4D"	"protein_coding"	"chromosome"	"C2CD4D"	100191040
"ENSG00000196407"	"chr1"	151853697	151853698	2	"-"	"ENSG00000196407"	"THEM5"	"protein_coding"	"chromosome"	"THEM5"	284486
"ENSG00000159445"	"chr1"	151909808	151909809	2	"-"	"ENSG00000159445"	"THEM4"	"protein_coding"	"chromosome"	"THEM4"	117145
"ENSG00000197747"	"chr1"	151994390	151994391	2	"-"	"ENSG00000197747"	"S100A10"	"protein_coding"	"chromosome"	"S100A10"	6281
"ENSG00000163191"	"chr1"	152047907	152047908	2	"-"	"ENSG00000163191"	"S100A11"	"protein_coding"	"chromosome"	"S100A11"	6282
"ENSG00000182898"	"chr1"	152089064	152089065	2	"-"	"ENSG00000182898"	"TCHHL1"	"protein_coding"	"chromosome"	"TCHHL1"	126637
"ENSG00000159450"	"chr1"	152115454	152115455	2	"-"	"ENSG00000159450"	"TCHH"	"protein_coding"	"chromosome"	"TCHH"	7062
"ENSG00000215853"	"chr1"	152159228	152159229	2	"-"	"ENSG00000215853"	"RPTN"	"protein_coding"	"chromosome"	"RPTN"	126638
"ENSG00000197915"	"chr1"	152224193	152224194	2	"-"	"ENSG00000197915"	"HRNR"	"protein_coding"	"chromosome"	"HRNR"	388697
"ENSG00000143631"	"chr1"	152325203	152325204	2	"-"	"ENSG00000143631"	"FLG"	"protein_coding"	"chromosome"	"FLG"	2312
"ENSG00000143520"	"chr1"	152360006	152360007	2	"-"	"ENSG00000143520"	"FLG2"	"protein_coding"	"chromosome"	"FLG2"	388698
"ENSG00000143536"	"chr1"	152414263	152414264	2	"-"	"ENSG00000143536"	"CRNN"	"protein_coding"	"chromosome"	"CRNN"	49860
"ENSG00000186207"	"chr1"	152510843	152510844	2	"+"	"ENSG00000186207"	"LCE5A"	"protein_coding"	"chromosome"	"LCE5A"	254910
"ENSG00000279850"	"chr1"	152512783	152512784	2	"-"	"ENSG00000279850"	"AL135842.1"	"protein_coding"	"chromosome"	"AL135842.1"	.
"ENSG00000169509"	"chr1"	152514501	152514502	2	"+"	"ENSG00000169509"	"CRCT1"	"protein_coding"	"chromosome"	"CRCT1"	54544
"ENSG00000185966"	"chr1"	152566772	152566773	2	"-"	"ENSG00000185966"	"LCE3E"	"protein_coding"	"chromosome"	"LCE3E"	353145
"ENSG00000163202"	"chr1"	152580504	152580505	2	"-"	"ENSG00000163202"	"LCE3D"	"protein_coding"	"chromosome"	"LCE3D"	84648
"ENSG00000244057"	"chr1"	152600661	152600662	2	"+"	"ENSG00000244057"	"LCE3C"	"protein_coding"	"chromosome"	"LCE3C"	353144
"ENSG00000187238"	"chr1"	152613810	152613811	2	"+"	"ENSG00000187238"	"LCE3B"	"protein_coding"	"chromosome"	"LCE3B"	353143
"ENSG00000185962"	"chr1"	152623103	152623104	2	"-"	"ENSG00000185962"	"LCE3A"	"protein_coding"	"chromosome"	"LCE3A"	353142
"ENSG00000187223"	"chr1"	152663395	152663396	2	"+"	"ENSG00000187223"	"LCE2D"	"protein_coding"	"chromosome"	"LCE2D"	353141
"ENSG00000187180"	"chr1"	152675294	152675295	2	"+"	"ENSG00000187180"	"LCE2C"	"protein_coding"	"chromosome"	"LCE2C"	353140
"ENSG00000159455"	"chr1"	152686122	152686123	2	"+"	"ENSG00000159455"	"LCE2B"	"protein_coding"	"chromosome"	"LCE2B"	26239
"ENSG00000187173"	"chr1"	152698363	152698364	2	"+"	"ENSG00000187173"	"LCE2A"	"protein_coding"	"chromosome"	"LCE2A"	353139
"ENSG00000187170"	"chr1"	152708159	152708160	2	"+"	"ENSG00000187170"	"LCE4A"	"protein_coding"	"chromosome"	"LCE4A"	199834
"ENSG00000198854"	"chr1"	152719521	152719522	2	"+"	"ENSG00000198854"	"C1orf68"	"protein_coding"	"chromosome"	"C1orf68"	100129271
"ENSG00000203786"	"chr1"	152759560	152759561	2	"+"	"ENSG00000203786"	"KPRP"	"protein_coding"	"chromosome"	"KPRP"	448834
"ENSG00000240386"	"chr1"	152776371	152776372	2	"+"	"ENSG00000240386"	"LCE1F"	"protein_coding"	"chromosome"	"LCE1F"	353137
"ENSG00000186226"	"chr1"	152786213	152786214	2	"+"	"ENSG00000186226"	"LCE1E"	"protein_coding"	"chromosome"	"LCE1E"	353135
"ENSG00000172155"	"chr1"	152796750	152796751	2	"+"	"ENSG00000172155"	"LCE1D"	"protein_coding"	"chromosome"	"LCE1D"	353134
"ENSG00000197084"	"chr1"	152806628	152806629	2	"-"	"ENSG00000197084"	"LCE1C"	"protein_coding"	"chromosome"	"LCE1C"	353133
"ENSG00000196734"	"chr1"	152811970	152811971	2	"+"	"ENSG00000196734"	"LCE1B"	"protein_coding"	"chromosome"	"LCE1B"	353132
"ENSG00000186844"	"chr1"	152827472	152827473	2	"+"	"ENSG00000186844"	"LCE1A"	"protein_coding"	"chromosome"	"LCE1A"	353131
"ENSG00000235942"	"chr1"	152842867	152842868	2	"+"	"ENSG00000235942"	"LCE6A"	"protein_coding"	"chromosome"	"LCE6A"	448835
"ENSG00000163206"	"chr1"	152878316	152878317	2	"+"	"ENSG00000163206"	"SMCP"	"protein_coding"	"chromosome"	"SMCP"	4184
"ENSG00000163207"	"chr1"	152908544	152908545	2	"+"	"ENSG00000163207"	"IVL"	"protein_coding"	"chromosome"	"IVL"	3713
"ENSG00000283227"	"chr1"	152947153	152947154	2	"+"	"ENSG00000283227"	"RP1-20N18.10"	"protein_coding"	"chromosome"	"RP1-20N18.10"	.
"ENSG00000184148"	"chr1"	152970665	152970666	2	"+"	"ENSG00000184148"	"SPRR4"	"protein_coding"	"chromosome"	"SPRR4"	163778
"ENSG00000169474"	"chr1"	152985230	152985231	2	"+"	"ENSG00000169474"	"SPRR1A"	"protein_coding"	"chromosome"	"SPRR1A"	6698
"ENSG00000163209"	"chr1"	153001746	153001747	2	"+"	"ENSG00000163209"	"SPRR3"	"protein_coding"	"chromosome"	"SPRR3"	6707
"ENSG00000169469"	"chr1"	153031201	153031202	2	"+"	"ENSG00000169469"	"SPRR1B"	"protein_coding"	"chromosome"	"SPRR1B"	6699
"ENSG00000163216"	"chr1"	153041931	153041932	2	"-"	"ENSG00000163216"	"SPRR2D"	"protein_coding"	"chromosome"	"SPRR2D"	6703
"ENSG00000241794"	"chr1"	153057537	153057538	2	"-"	"ENSG00000241794"	"SPRR2A"	"protein_coding"	"chromosome"	"SPRR2A"	6700
"ENSG00000196805"	"chr1"	153070840	153070841	2	"-"	"ENSG00000196805"	"SPRR2B"	"protein_coding"	"chromosome"	"SPRR2B"	6701
"ENSG00000203785"	"chr1"	153106184	153106185	2	"-"	"ENSG00000203785"	"SPRR2E"	"protein_coding"	"chromosome"	"SPRR2E"	6704
"ENSG00000244094"	"chr1"	153113515	153113516	2	"-"	"ENSG00000244094"	"SPRR2F"	"protein_coding"	"chromosome"	"SPRR2F"	6705
"ENSG00000159516"	"chr1"	153150869	153150870	2	"-"	"ENSG00000159516"	"SPRR2G"	"protein_coding"	"chromosome"	"SPRR2G"	6706
"ENSG00000203784"	"chr1"	153203442	153203443	2	"+"	"ENSG00000203784"	"LELP1"	"protein_coding"	"chromosome"	"LELP1"	149018
"ENSG00000203783"	"chr1"	153217583	153217584	2	"+"	"ENSG00000203783"	"PRR9"	"protein_coding"	"chromosome"	"PRR9"	574414
"ENSG00000203782"	"chr1"	153259699	153259700	2	"+"	"ENSG00000203782"	"LOR"	"protein_coding"	"chromosome"	"LOR"	4014
"ENSG00000159527"	"chr1"	153310718	153310719	2	"-"	"ENSG00000159527"	"PGLYRP3"	"protein_coding"	"chromosome"	"PGLYRP3"	114771
"ENSG00000163218"	"chr1"	153348840	153348841	2	"-"	"ENSG00000163218"	"PGLYRP4"	"protein_coding"	"chromosome"	"PGLYRP4"	57115
"ENSG00000163220"	"chr1"	153357853	153357854	2	"+"	"ENSG00000163220"	"S100A9"	"protein_coding"	"chromosome"	"S100A9"	6280
"ENSG00000163221"	"chr1"	153375649	153375650	2	"-"	"ENSG00000163221"	"S100A12"	"protein_coding"	"chromosome"	"S100A12"	6283
"ENSG00000143546"	"chr1"	153391188	153391189	2	"-"	"ENSG00000143546"	"S100A8"	"protein_coding"	"chromosome"	"S100A8"	6279
"ENSG00000184330"	"chr1"	153416523	153416524	2	"+"	"ENSG00000184330"	"S100A7A"	"protein_coding"	"chromosome"	"S100A7A"	338324
"ENSG00000197364"	"chr1"	153439949	153439950	2	"-"	"ENSG00000197364"	"S100A7L2"	"protein_coding"	"chromosome"	"S100A7L2"	645922
"ENSG00000143556"	"chr1"	153460701	153460702	2	"-"	"ENSG00000143556"	"S100A7"	"protein_coding"	"chromosome"	"S100A7"	6278
"ENSG00000197956"	"chr1"	153536244	153536245	2	"-"	"ENSG00000197956"	"S100A6"	"protein_coding"	"chromosome"	"S100A6"	6277
"ENSG00000196420"	"chr1"	153541765	153541766	2	"-"	"ENSG00000196420"	"S100A5"	"protein_coding"	"chromosome"	"S100A5"	6276
"ENSG00000196154"	"chr1"	153550136	153550137	2	"-"	"ENSG00000196154"	"S100A4"	"protein_coding"	"chromosome"	"S100A4"	6275
"ENSG00000188015"	"chr1"	153549372	153549373	2	"-"	"ENSG00000188015"	"S100A3"	"protein_coding"	"chromosome"	"S100A3"	6274
"ENSG00000196754"	"chr1"	153567890	153567891	2	"-"	"ENSG00000196754"	"S100A2"	"protein_coding"	"chromosome"	"S100A2"	6273
"ENSG00000188643"	"chr1"	153613145	153613146	2	"-"	"ENSG00000188643"	"S100A16"	"protein_coding"	"chromosome"	"S100A16"	140576
"ENSG00000189334"	"chr1"	153616986	153616987	2	"-"	"ENSG00000189334"	"S100A14"	"protein_coding"	"chromosome"	"S100A14"	57402
"ENSG00000189171"	"chr1"	153631360	153631361	2	"-"	"ENSG00000189171"	"S100A13"	"protein_coding"	"chromosome"	"S100A13"	6284
